Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
97508.0,-2.36529911384319,2.12464684244786,-0.850641423279846,-0.389006840990224,0.495867179670178,-1.06617406197134,0.834132327469379,-0.633272302634131,2.41743552737794,1.15044090959183,2.18961026090306,-2.66425854755842,0.490093952247643,0.342118998466774,-0.476630759197443,-0.0410759822611491,0.874912029343117,1.42900983543404,-0.0425549423617766,-0.183939047947298,0.183820204516742,0.963934258027577,-0.0410521978990309,-0.0811707243434491,-0.536389489383624,-0.392513197870438,-1.41784738357653,0.0002820541311932,7.24,0
88207.0,1.96672323754197,-0.356820458564931,-0.332836978662597,0.436066641526862,-0.724229553630248,-0.693995526093954,-0.514413833224058,-0.090669107934905,1.25250265526467,-0.111096911630972,-0.757410530932246,0.415376251791819,0.194483707280101,-0.0129065861851259,1.03566426361951,0.221386031729409,-0.617212673474666,0.193380818662443,-0.455538975559543,-0.203801535190023,0.226589800672945,0.821748691220517,0.139975041472923,0.0023224350745021,-0.158687967029586,-0.242167677404892,0.0357679918409927,-0.0350511675392385,16.57,0
156093.0,-0.185769694696492,0.0880020914209367,-0.247569227416049,-2.62712063263549,0.719826740487496,-0.253971072529961,0.663956712560785,-0.0887842339321991,-1.49065783928438,0.293023254315893,0.345930382115187,0.0458836961453834,1.17355107972514,-0.205781712267018,-1.20060003333628,1.45952203308643,-0.775887722010697,-0.537289570670692,0.179112106547196,0.329350324301894,0.578526302266172,1.61231418641917,-0.191538084403301,0.16484246462535,-0.205614497637246,-0.151792811336223,0.389426037768128,0.258476731345253,55.85,0
49579.0,0.724621107679743,-0.438852920606399,-0.178849275492447,1.46099850087585,-0.404810854372858,-0.948557606656476,0.728014296367292,-0.337025821216967,-0.191188194341243,-0.0412657685547824,-0.4340888800119,0.0570216678065854,-0.240323303786305,0.582957211628806,0.800104259197615,0.0083981802459642,-0.350209759150224,-0.226099991469068,-0.421714275285333,0.388531112580931,0.131916905925159,-0.213621030019321,-0.328477699538028,0.399954703894313,0.612936410788991,-0.370773013887279,-0.0512927983007064,0.0639232997865481,277.12,0
8090.0,-1.78322883722709,3.40279371307631,-3.82274226552205,2.62536815276644,-1.97641541136284,-2.73168901231308,-3.43055914949085,1.41320351399318,-0.776941494554916,-6.19988176274188,4.36671348631445,-8.24326243368313,0.345761165232579,-6.59055029705192,0.265576095932165,-3.02845238846152,-4.21448627485607,-1.21360784773725,-0.265421595374812,0.364089115014408,0.454031931736316,-0.577525824201459,0.0459665375362652,0.461700017592254,0.044146161217817,0.305704433918549,0.530980986346765,0.243745598122111,1.0,1
138234.0,-2.70210515672761,0.0789600998885096,-0.978318492827149,-0.298129701648019,-0.819034214804363,-1.06302809546826,0.0004918905601888,0.901462671437213,0.342293187553117,-1.20205768146203,-1.63008397619325,0.0603931760666586,-1.14855731292465,0.981561723652681,-0.435726921792638,0.0095665513959239,0.355059772610133,-0.407680907412162,0.150235076386215,-1.09407187414833,-0.139759639242789,-0.365126696142138,0.105769641583381,0.0033316665355316,0.2296095147435,-0.100210400203561,-0.72838641784814,-0.283529559560062,110.0,0
152058.0,-3.57636177773708,3.29943622098785,-7.46043319687438,7.78363417666419,-0.398548657536885,-1.96844144838725,-3.11047619254795,-0.328403695377149,-1.57436284547485,-2.49756054724841,4.60417047790948,-9.0019148555682,-1.27632400546329,-13.9694706254616,1.25694535316357,-4.49162922501012,-5.96998693103967,-1.27466622002178,1.14778361222539,-0.181455201194929,0.540730752300116,0.719526342466937,0.379248749413946,-0.616961860032022,-0.44281081400968,0.359840688732324,-2.65182487459349,0.422184391599186,1.0,1
133958.0,0.523819919016188,1.53170785726036,-4.17639013427384,3.58461483133399,-1.0239540327136,-0.502471057563059,-1.89196555656987,0.878416852102108,-1.54194215137035,-2.64940583024547,3.21163365301808,-2.58749931359948,0.257070951089721,-4.68380643176166,0.912636545134862,-2.6957897292607,-3.03516584667273,0.0968148690279061,2.06569197047395,0.621803834572887,0.851859435194308,1.17692695536704,0.453553280805087,0.485211207096414,-0.500686838721807,-0.10828410995489,0.269476548870234,-0.0632454644135228,130.21,1
110617.0,-1.10103546371767,-1.67492805871463,-0.573388195590639,5.6175556662941,0.765556412634615,0.440607080848915,1.93474047501363,-1.01978754945585,-0.19324423129657,1.7837390603636,0.606910821999133,-2.85427542751023,2.37947304553589,1.26814661675691,-0.28361908940932,-0.482192055998123,0.8110054093379,-0.357910684579857,0.752760921550722,-0.0383141473363703,-0.412525822025647,-0.208823118913215,0.344832725150856,1.09143473162108,-0.686512742633337,0.0758089204336296,0.0338647378770195,-0.83285502022751,635.1,1
53049.0,-1.99415486790634,-0.817220166298427,0.758526955813252,0.854451884138821,-1.20857242055582,0.0462385282861333,1.09316219013793,-0.109246779292459,0.781559774832379,-0.413366851774223,-1.10108510877422,0.366515200562592,0.0912931502967775,-0.724385780895799,-1.00285242899827,-0.330066329060121,0.147463625089745,-0.461432322672784,0.542905368878933,-0.87556627615361,-0.297792827065234,0.366335148094569,0.974920560492835,0.450033929769932,0.0167816493203722,0.313342066594933,-0.33123897611281,-0.172191298148372,274.67,0
